decision_step,episode_id,action,reward,done,obs_json,next_obs_json
52,2,1,-22.98903477191925,False,"[0.0, 3.747322896430205e-09, 0.16726328432559967, 0.1974194496870041, 0.0, 0.09628336876630783, 0.0, 0.20000000298023224, 1.0]","[0.0, 2.9900739002830523e-12, 0.21598626673221588, 0.2461424469947815, 0.0, 0.06162135675549507, 0.0, 0.23333333432674408, 1.0]"
53,2,1,-30.583728623390197,False,"[0.0, 2.9900739002830523e-12, 0.21598626673221588, 0.2461424469947815, 0.0, 0.06162135675549507, 0.0, 0.23333333432674408, 1.0]","[0.0, 2.385847866926555e-15, 0.2895480990409851, 0.2895480990409851, 0.0, 0.0394376665353775, 0.0, 0.2666666805744171, 1.0]"
54,2,1,-0.0,False,"[0.0, 2.385847866926555e-15, 0.2895480990409851, 0.2895480990409851, 0.0, 0.0394376665353775, 0.0, 0.2666666805744171, 1.0]","[0.0, 1.9037220585905254e-18, 0.0, 0.0, 0.0, 0.025240108370780945, 0.0, 0.30000001192092896, 1.0]"
55,2,1,-0.0,False,"[0.0, 1.9037220585905254e-18, 0.0, 0.0, 0.0, 0.025240108370780945, 0.0, 0.30000001192092896, 1.0]","[0.0, 1.5190229860288902e-21, 0.0, 0.0, 0.0, 0.016153668984770775, 0.0, 0.02500000037252903, 1.0]"
56,2,1,-0.0,False,"[0.0, 1.5190229860288902e-21, 0.0, 0.0, 0.0, 0.016153668984770775, 0.0, 0.02500000037252903, 1.0]","[0.0, 1.2120627913743516e-24, 0.0, 0.0, 0.0, 0.01033834833651781, 0.0, 0.006666666828095913, 1.0]"
57,2,1,-0.0,False,"[0.0, 1.2120627913743516e-24, 0.0, 0.0, 0.0, 0.01033834833651781, 0.0, 0.006666666828095913, 1.0]","[0.0, 9.671323957037802e-28, 0.0, 0.0, 0.0, 0.006616542581468821, 0.0, 0.03999999910593033, 1.0]"
58,2,1,-0.0,False,"[0.0, 9.671323957037802e-28, 0.0, 0.0, 0.0, 0.006616542581468821, 0.0, 0.03999999910593033, 1.0]","[0.0, 7.716968539278191e-31, 0.0, 0.0, 0.0, 0.0042345873080194, 0.0, 0.07333333045244217, 1.0]"
59,2,1,-0.0,False,"[0.0, 7.716968539278191e-31, 0.0, 0.0, 0.0, 0.0042345873080194, 0.0, 0.07333333045244217, 1.0]","[0.0, 6.1575443034543865e-34, 0.0, 0.0, 0.0, 0.0027101358864456415, 0.0, 0.1066666692495346, 1.0]"
60,2,1,-0.0,False,"[0.0, 6.1575443034543865e-34, 0.0, 0.0, 0.0, 0.0027101358864456415, 0.0, 0.1066666692495346, 1.0]","[0.0, 4.913243886003388e-37, 0.0, 0.0, 0.0, 0.0017344870138913393, 0.0, 0.14000000059604645, 1.0]"
61,2,1,-0.0,False,"[0.0, 4.913243886003388e-37, 0.0, 0.0, 0.0, 0.0017344870138913393, 0.0, 0.14000000059604645, 1.0]","[0.0, 3.920384687672254e-40, 0.0, 0.0, 0.0, 0.0011100716656073928, 0.0, 0.1733333319425583, 1.0]"
62,2,1,-1.176749587059021,False,"[0.0, 3.920384687672254e-40, 0.0, 0.0, 0.0, 0.0011100716656073928, 0.0, 0.1733333319425583, 1.0]","[0.05000000074505806, 0.04981215298175812, 0.022213805466890335, 0.023250194266438484, 0.0, 0.18071044981479645, 0.0, 0.20666666328907013, 1.0]"
63,2,0,-5.326882457733154,False,"[0.05000000074505806, 0.04981215298175812, 0.022213805466890335, 0.023250194266438484, 0.0, 0.18071044981479645, 0.0, 0.20666666328907013, 1.0]","[0.0, 0.0006919144652783871, 0.05985454097390175, 0.05985454097390175, 0.0, 0.11565468460321426, 0.0, 0.23999999463558197, 0.0]"
64,2,0,-9.627395939826965,False,"[0.0, 0.0006919144652783871, 0.05985454097390175, 0.05985454097390175, 0.0, 0.11565468460321426, 0.0, 0.23999999463558197, 0.0]","[0.0, 5.520942636394466e-07, 0.10016249865293503, 0.10016249865293503, 0.0, 0.07401899993419647, 0.0, 0.273333340883255, 0.0]"
65,2,0,-14.759789478778838,False,"[0.0, 5.520942636394466e-07, 0.10016249865293503, 0.10016249865293503, 0.0, 0.07401899993419647, 0.0, 0.273333340883255, 0.0]","[0.0, 4.405285025654848e-10, 0.1434827744960785, 0.1434827744960785, 0.0, 0.047372158616781235, 0.0, 0.30666667222976685, 0.0]"
66,2,0,-19.833030068874358,False,"[0.0, 4.405285025654848e-10, 0.1434827744960785, 0.1434827744960785, 0.0, 0.047372158616781235, 0.0, 0.30666667222976685, 0.0]","[0.0, 3.515076684584839e-13, 0.18481959402561188, 0.18481959402561188, 0.0, 0.030318181961774826, 0.0, 0.3400000035762787, 0.0]"
67,2,0,-16.778233659267425,False,"[0.0, 3.515076684584839e-13, 0.18481959402561188, 0.18481959402561188, 0.0, 0.030318181961774826, 0.0, 0.3400000035762787, 0.0]","[0.0, 2.8047595518150754e-16, 0.0, 0.0, 0.0, 0.01940363645553589, 0.0, 0.3733333349227905, 0.0]"
68,2,1,-0.1,False,"[0.0, 2.8047595518150754e-16, 0.0, 0.0, 0.0, 0.01940363645553589, 0.0, 0.3733333349227905, 0.0]","[0.0, 2.2379810912322583e-19, 0.0, 0.0, 0.0, 0.012418326921761036, 0.0, 0.03333333507180214, 1.0]"
69,2,1,-0.025,False,"[0.0, 2.2379810912322583e-19, 0.0, 0.0, 0.0, 0.012418326921761036, 0.0, 0.03333333507180214, 1.0]","[0.05000000074505806, 0.014999999664723873, 0.0, 0.0, 0.0, 0.007947729900479317, 0.0, 0.06666667014360428, 1.0]"
70,2,1,-1.846190518140793,False,"[0.05000000074505806, 0.014999999664723873, 0.0, 0.0, 0.0, 0.007947729900479317, 0.0, 0.06666667014360428, 1.0]","[0.0, 0.0010409858077764511, 0.029090799391269684, 0.038878489285707474, 0.0, 0.18508654832839966, 0.0, 0.10000000149011612, 1.0]"
71,2,1,-4.591213136911394,False,"[0.0, 0.0010409858077764511, 0.029090799391269684, 0.038878489285707474, 0.0, 0.18508654832839966, 0.0, 0.10000000149011612, 1.0]","[0.0, 0.003386600874364376, 0.03672705963253975, 0.08171572536230087, 0.0, 0.31845539808273315, 0.0, 0.13333334028720856, 1.0]"
72,2,1,-7.213892698287966,False,"[0.0, 0.003386600874364376, 0.03672705963253975, 0.08171572536230087, 0.0, 0.31845539808273315, 0.0, 0.13333334028720856, 1.0]","[0.0, 2.702245410546311e-06, 0.09186995774507523, 0.12412389367818832, 0.0, 0.20381145179271698, 0.0, 0.1666666716337204, 1.0]"
73,2,1,-8.522354292869565,False,"[0.0, 2.702245410546311e-06, 0.09186995774507523, 0.12412389367818832, 0.0, 0.20381145179271698, 0.0, 0.1666666716337204, 1.0]","[0.0, 0.003950302489101887, 0.06545590609312057, 0.16393671929836273, 0.0, 0.39043933153152466, 0.0, 0.20000000298023224, 1.0]"
74,2,1,-9.790535949468614,False,"[0.0, 0.003950302489101887, 0.06545590609312057, 0.16393671929836273, 0.0, 0.39043933153152466, 0.0, 0.20000000298023224, 1.0]","[0.0, 0.00042686492088250816, 0.09559371322393417, 0.20361655950546265, 0.0, 0.3498811721801758, 0.0, 0.23333333432674408, 1.0]"
75,2,1,-13.461353647708894,False,"[0.0, 0.00042686492088250816, 0.09559371322393417, 0.20361655950546265, 0.0, 0.3498811721801758, 0.0, 0.23333333432674408, 1.0]","[0.0, 3.40605197379773e-07, 0.12335963547229767, 0.24226123094558716, 0.0, 0.2239239513874054, 0.0, 0.2666666805744171, 1.0]"
76,2,1,-15.590496784448623,False,"[0.0, 3.40605197379773e-07, 0.12335963547229767, 0.24226123094558716, 0.0, 0.2239239513874054, 0.0, 0.2666666805744171, 1.0]","[0.0, 2.7177660122390535e-10, 0.12192469835281372, 0.1457798182964325, 0.0, 0.14331132173538208, 0.0, 0.30000001192092896, 1.0]"
77,2,1,-17.096258926391602,False,"[0.0, 2.7177660122390535e-10, 0.12192469835281372, 0.1457798182964325, 0.0, 0.14331132173538208, 0.0, 0.30000001192092896, 1.0]","[0.0, 2.1685671108221533e-13, 0.16079173982143402, 0.1846468597650528, 0.0, 0.09171924740076065, 0.0, 0.0033333334140479565, 1.0]"
78,2,1,-21.081025731563567,False,"[0.0, 2.1685671108221533e-13, 0.16079173982143402, 0.1846468597650528, 0.0, 0.09171924740076065, 0.0, 0.0033333334140479565, 1.0]","[0.0, 1.7303488155020347e-16, 0.17828723788261414, 0.17828723788261414, 0.0, 0.0587003193795681, 0.0, 0.036666665226221085, 1.0]"
79,2,1,-24.054846501350404,False,"[0.0, 1.7303488155020347e-16, 0.17828723788261414, 0.17828723788261414, 0.0, 0.0587003193795681, 0.0, 0.036666665226221085, 1.0]","[0.0, 1.380684512786794e-19, 0.2201782613992691, 0.2201782613992691, 0.0, 0.03756820410490036, 0.0, 0.018333332613110542, 1.0]"
80,2,1,-4.046615993976593,False,"[0.0, 1.380684512786794e-19, 0.2201782613992691, 0.2201782613992691, 0.0, 0.03756820410490036, 0.0, 0.018333332613110542, 1.0]","[0.0, 1.101679468891952e-22, 0.0, 0.0, 0.0, 0.024043651297688484, 0.0, 0.05166666582226753, 1.0]"
81,2,1,-0.0,False,"[0.0, 1.101679468891952e-22, 0.0, 0.0, 0.0, 0.024043651297688484, 0.0, 0.05166666582226753, 1.0]","[0.0, 8.790550086706651e-26, 0.0, 0.0, 0.0, 0.015387936495244503, 0.0, 0.08500000089406967, 1.0]"
82,2,1,-0.0,False,"[0.0, 8.790550086706651e-26, 0.0, 0.0, 0.0, 0.015387936495244503, 0.0, 0.08500000089406967, 1.0]","[0.0, 7.014179079559981e-29, 0.0, 0.0, 0.0, 0.009848278947174549, 0.0, 0.11833333224058151, 1.0]"
83,2,1,-0.0,False,"[0.0, 7.014179079559981e-29, 0.0, 0.0, 0.0, 0.009848278947174549, 0.0, 0.11833333224058151, 1.0]","[0.0, 5.596772519342706e-32, 0.0, 0.0, 0.0, 0.006302898749709129, 0.0, 0.15166667103767395, 1.0]"
84,2,1,-0.3755082368850708,False,"[0.0, 5.596772519342706e-32, 0.0, 0.0, 0.0, 0.006302898749709129, 0.0, 0.15166667103767395, 1.0]","[0.0, 0.0012353145284578204, 0.014416766352951527, 0.014416766352951527, 0.0, 0.10403385758399963, 0.0, 0.1850000023841858, 1.0]"
85,2,1,-3.1422887563705446,False,"[0.0, 0.0012353145284578204, 0.014416766352951527, 0.014416766352951527, 0.0, 0.10403385758399963, 0.0, 0.1850000023841858, 1.0]","[0.0, 3.5880260838894174e-05, 0.04318089038133621, 0.05329529196023941, 0.0, 0.14658166468143463, 0.0, 0.21833333373069763, 1.0]"
86,2,1,-8.468444889783859,False,"[0.0, 3.5880260838894174e-05, 0.04318089038133621, 0.05329529196023941, 0.0, 0.14658166468143463, 0.0, 0.21833333373069763, 1.0]","[0.0, 2.8629674631019952e-08, 0.09327375888824463, 0.09327375888824463, 0.0, 0.09381226450204849, 0.0, 0.2516666650772095, 1.0]"
87,2,1,-13.813984453678131,False,"[0.0, 2.8629674631019952e-08, 0.09327375888824463, 0.09327375888824463, 0.0, 0.09381226450204849, 0.0, 0.2516666650772095, 1.0]","[0.0, 2.2844266409083325e-11, 0.1349688172340393, 0.1349688172340393, 0.0, 0.06003985181450844, 0.0, 0.2849999964237213, 1.0]"
88,2,1,-19.438458180427553,False,"[0.0, 2.2844266409083325e-11, 0.1349688172340393, 0.1349688172340393, 0.0, 0.06003985181450844, 0.0, 0.2849999964237213, 1.0]","[0.0, 1.8227957595466464e-14, 0.18603046238422394, 0.18603046238422394, 0.0, 0.0384255051612854, 0.0, 0.31833332777023315, 1.0]"
89,2,1,-25.427399015426637,False,"[0.0, 1.8227957595466464e-14, 0.18603046238422394, 0.18603046238422394, 0.0, 0.0384255051612854, 0.0, 0.31833332777023315, 1.0]","[0.0, 1.4544500344615872e-17, 0.23324231803417206, 0.23324231803417206, 0.0, 0.02459232322871685, 0.0, 0.351666659116745, 1.0]"
90,2,1,-5.7151494979858395,False,"[0.0, 1.4544500344615872e-17, 0.23324231803417206, 0.23324231803417206, 0.0, 0.02459232322871685, 0.0, 0.351666659116745, 1.0]","[0.0, 1.1605386807178026e-20, 0.0, 0.0, 0.0, 0.015739087015390396, 0.0, 0.38499999046325684, 1.0]"
91,2,1,-0.0,False,"[0.0, 1.1605386807178026e-20, 0.0, 0.0, 0.0, 0.015739087015390396, 0.0, 0.38499999046325684, 1.0]","[0.0, 9.260200719256986e-24, 0.0, 0.0, 0.0, 0.010073015466332436, 0.0, 0.4183333218097687, 1.0]"
92,2,1,-0.11194854974746704,False,"[0.0, 9.260200719256986e-24, 0.0, 0.0, 0.0, 0.010073015466332436, 0.0, 0.4183333218097687, 1.0]","[0.0, 0.025200000032782555, 0.004092889837920666, 0.004092889837920666, 0.0, 0.20644673705101013, 0.0, 0.4516666531562805, 1.0]"
93,2,1,-2.451666518052419,False,"[0.0, 0.025200000032782555, 0.004092889837920666, 0.004092889837920666, 0.0, 0.20644673705101013, 0.0, 0.4516666531562805, 1.0]","[0.0, 0.00022772695228923112, 0.036750610917806625, 0.043297845870256424, 0.0, 0.21212591230869293, 0.0, 0.48500001430511475, 1.0]"
94,2,1,-4.002164251790161,False,"[0.0, 0.00022772695228923112, 0.036750610917806625, 0.043297845870256424, 0.0, 0.21212591230869293, 0.0, 0.48500001430511475, 1.0]","[0.15000000596046448, 0.14829784631729126, 0.02646542340517044, 0.08490864932537079, 0.0, 0.8157605528831482, 0.0, 0.5183333158493042, 1.0]"
95,2,0,-8.339156431243532,False,"[0.15000000596046448, 0.14829784631729126, 0.02646542340517044, 0.08490864932537079, 0.0, 0.8157605528831482, 0.0, 0.5183333158493042, 1.0]","[0.0, 0.01183219812810421, 0.130095973610878, 0.130095973610878, 0.0, 0.5220867991447449, 0.0, 0.014999999664723873, 0.0]"
96,2,0,-18.145782363414764,False,"[0.0, 0.01183219812810421, 0.130095973610878, 0.130095973610878, 0.0, 0.5220867991447449, 0.0, 0.014999999664723873, 0.0]","[0.0, 9.441178917768411e-06, 0.17056573927402496, 0.17056573927402496, 0.0, 0.3341355323791504, 0.0, 0.04833333194255829, 0.0]"
97,2,0,-22.96902333498001,False,"[0.0, 9.441178917768411e-06, 0.17056573927402496, 0.17056573927402496, 0.0, 0.3341355323791504, 0.0, 0.04833333194255829, 0.0]","[0.0, 7.533331292108869e-09, 0.20997725427150726, 0.20997725427150726, 0.0, 0.21384674310684204, 0.0, 0.08166666328907013, 0.0]"
98,2,0,-10.492103326320649,False,"[0.0, 7.533331292108869e-09, 0.20997725427150726, 0.20997725427150726, 0.0, 0.21384674310684204, 0.0, 0.08166666328907013, 0.0]","[0.0, 6.011015470097636e-12, 0.0, 0.0, 0.0, 0.1368619203567505, 0.0, 0.11500000208616257, 0.0]"
99,2,0,-0.0,False,"[0.0, 6.011015470097636e-12, 0.0, 0.0, 0.0, 0.1368619203567505, 0.0, 0.11500000208616257, 0.0]","[0.0, 4.7963253343768966e-15, 0.0, 0.0, 0.0, 0.08759162575006485, 0.0, 0.1483333259820938, 0.0]"
100,2,1,-0.1,False,"[0.0, 4.7963253343768966e-15, 0.0, 0.0, 0.0, 0.08759162575006485, 0.0, 0.1483333259820938, 0.0]","[0.0, 3.827096687764392e-18, 0.0, 0.0, 0.0, 0.05605864152312279, 0.0, 0.014999999664723873, 1.0]"
101,2,1,-0.0,False,"[0.0, 3.827096687764392e-18, 0.0, 0.0, 0.0, 0.05605864152312279, 0.0, 0.014999999664723873, 1.0]","[0.0, 3.0537272646761258e-21, 0.0, 0.0, 0.0, 0.0358775295317173, 0.0, 0.04833333194255829, 1.0]"
102,2,1,-0.0,False,"[0.0, 3.0537272646761258e-21, 0.0, 0.0, 0.0, 0.0358775295317173, 0.0, 0.04833333194255829, 1.0]","[0.0, 2.4366380999968663e-24, 0.0, 0.0, 0.0, 0.02296161837875843, 0.0, 0.029999999329447746, 1.0]"
103,2,1,-0.0,False,"[0.0, 2.4366380999968663e-24, 0.0, 0.0, 0.0, 0.02296161837875843, 0.0, 0.029999999329447746, 1.0]","[0.0, 1.944248812239264e-27, 0.0, 0.0, 0.0, 0.014695435762405396, 0.0, 0.06333333253860474, 1.0]"
104,2,1,-0.0,False,"[0.0, 1.944248812239264e-27, 0.0, 0.0, 0.0, 0.014695435762405396, 0.0, 0.06333333253860474, 1.0]","[0.0, 1.551360174130483e-30, 0.0, 0.0, 0.0, 0.009405079297721386, 0.0, 0.09666666388511658, 1.0]"
105,2,1,-0.0,False,"[0.0, 1.551360174130483e-30, 0.0, 0.0, 0.0, 0.009405079297721386, 0.0, 0.09666666388511658, 1.0]","[0.0, 1.237865438228445e-33, 0.0, 0.0, 0.0, 0.006019250489771366, 0.0, 0.12999999523162842, 1.0]"
106,2,1,-0.0,False,"[0.0, 1.237865438228445e-33, 0.0, 0.0, 0.0, 0.006019250489771366, 0.0, 0.12999999523162842, 1.0]","[0.0, 9.877208947013723e-37, 0.0, 0.0, 0.0, 0.003852320369333029, 0.0, 0.16333332657814026, 1.0]"
107,2,1,-2.2918339133262635,False,"[0.0, 9.877208947013723e-37, 0.0, 0.0, 0.0, 0.003852320369333029, 0.0, 0.16333332657814026, 1.0]","[0.0, 1.7098342141252942e-05, 0.03804721683263779, 0.03804721683263779, 0.0, 0.08246548473834991, 0.0, 0.1966666728258133, 1.0]"
108,2,1,-6.4545074045658115,False,"[0.0, 1.7098342141252942e-05, 0.03804721683263779, 0.03804721683263779, 0.0, 0.08246548473834991, 0.0, 0.1966666728258133, 1.0]","[0.0, 0.007350013591349125, 0.041199445724487305, 0.07826807349920273, 0.0, 0.15277791023254395, 0.0, 0.23000000417232513, 1.0]"
109,2,1,-6.2288286407788584,False,"[0.0, 0.007350013591349125, 0.041199445724487305, 0.07826807349920273, 0.0, 0.15277791023254395, 0.0, 0.23000000417232513, 1.0]","[0.05000000074505806, 0.04996597021818161, 0.06678025424480438, 0.11821265518665314, 0.0, 0.17777785658836365, 0.0, 0.2633333206176758, 1.0]"
110,2,0,-12.244522438446682,False,"[0.05000000074505806, 0.04996597021818161, 0.06678025424480438, 0.11821265518665314, 0.0, 0.17777785658836365, 0.0, 0.2633333206176758, 1.0]","[0.0, 5.6967321143019944e-05, 0.12054241448640823, 0.15761104226112366, 0.0, 0.11377783119678497, 0.0, 0.2966666519641876, 0.0]"
111,2,0,-17.102199125289918,False,"[0.0, 5.6967321143019944e-05, 0.12054241448640823, 0.15761104226112366, 0.0, 0.11377783119678497, 0.0, 0.2966666519641876, 0.0]","[0.0, 4.545551846035778e-08, 0.16339151561260223, 0.20046013593673706, 0.0, 0.07281780987977982, 0.0, 0.33000001311302185, 0.0]"
112,2,0,-18.364736479520797,False,"[0.0, 4.545551846035778e-08, 0.16339151561260223, 0.20046013593673706, 0.0, 0.07281780987977982, 0.0, 0.33000001311302185, 0.0]","[0.0, 3.62699870137817e-11, 0.17583224177360535, 0.17583224177360535, 0.0, 0.04660340026021004, 0.0, 0.3633333444595337, 0.0]"
113,2,0,-21.579655587673187,False,"[0.0, 3.62699870137817e-11, 0.17583224177360535, 0.17583224177360535, 0.0, 0.04660340026021004, 0.0, 0.3633333444595337, 0.0]","[0.0, 2.894064585960525e-14, 0.0, 0.0, 0.0, 0.029826175421476364, 0.0, 0.39666667580604553, 0.0]"
114,2,0,-0.0,False,"[0.0, 2.894064585960525e-14, 0.0, 0.0, 0.0, 0.029826175421476364, 0.0, 0.39666667580604553, 0.0]","[0.0, 2.3092396197559198e-17, 0.0, 0.0, 0.0, 0.019088752567768097, 0.0, 0.4300000071525574, 0.0]"
115,2,1,-1.6774336140496389,False,"[0.0, 2.3092396197559198e-17, 0.0, 0.0, 0.0, 0.019088752567768097, 0.0, 0.4300000071525574, 0.0]","[0.30000001192092896, 0.22684739530086517, 0.012082540430128574, 0.02870665304362774, 0.0, 0.47221681475639343, 0.0, 0.03333333507180214, 1.0]"
116,2,1,-5.569504553685111,False,"[0.30000001192092896, 0.22684739530086517, 0.012082540430128574, 0.02870665304362774, 0.0, 0.47221681475639343, 0.0, 0.03333333507180214, 1.0]","[0.05000000074505806, 0.15445920825004578, 0.025352437049150467, 0.026397548615932465, 0.0, 0.6222187280654907, 0.0, 0.06666667014360428, 1.0]"
117,2,1,-5.275758129358292,False,"[0.05000000074505806, 0.15445920825004578, 0.025352437049150467, 0.026397548615932465, 0.0, 0.6222187280654907, 0.0, 0.06666667014360428, 1.0]","[0.05000000074505806, 0.026067795231938362, 0.02201170288026333, 0.06392078101634979, 0.0, 0.3982200026512146, 0.0, 0.10000000149011612, 1.0]"
118,2,1,-4.304964277176629,False,"[0.05000000074505806, 0.026067795231938362, 0.02201170288026333, 0.06392078101634979, 0.0, 0.3982200026512146, 0.0, 0.10000000149011612, 1.0]","[0.10000000149011612, 0.08206372708082199, 0.0326257161796093, 0.10434680432081223, 0.0, 0.7148607969284058, 0.0, 0.13333334028720856, 1.0]"
119,2,1,-6.9354401960968985,False,"[0.10000000149011612, 0.08206372708082199, 0.0326257161796093, 0.10434680432081223, 0.0, 0.7148607969284058, 0.0, 0.13333334028720856, 1.0]","[0.10000000149011612, 0.04989326372742653, 0.06036888808012009, 0.14901278913021088, 0.0, 0.6375108957290649, 0.0, 0.1666666716337204, 1.0]"
120,2,0,-8.554497012340315,True,"[0.10000000149011612, 0.04989326372742653, 0.06036888808012009, 0.14901278913021088, 0.0, 0.6375108957290649, 0.0, 0.1666666716337204, 1.0]","[0.10000000149011612, 0.12469404190778732, 0.06636670231819153, 0.128309428691864, 0.0, 0.808007001876831, 0.0, 0.03333333507180214, 0.0]"
1,3,0,-16.810125987231732,False,"[0.05000000074505806, 0.07740522921085358, 0.09693168103694916, 0.15472069382667542, 0.0, 0.808007001876831, 0.0, 0.04333333298563957, 0.0]","[0.0, 7.886173261795193e-05, 0.16829608380794525, 0.16829608380794525, 0.0, 0.5171244740486145, 0.0, 0.0033333334140479565, 0.0]"
2,3,0,-22.61184095144272,False,"[0.0, 7.886173261795193e-05, 0.16829608380794525, 0.16829608380794525, 0.0, 0.5171244740486145, 0.0, 0.0033333334140479565, 0.0]","[0.0, 6.292555809750411e-08, 0.20678085088729858, 0.20678085088729858, 0.0, 0.33095964789390564, 0.0, 0.036666665226221085, 0.0]"
3,3,0,-14.40642008781433,False,"[0.0, 6.292555809750411e-08, 0.20678085088729858, 0.20678085088729858, 0.0, 0.33095964789390564, 0.0, 0.036666665226221085, 0.0]","[0.0, 5.0209732205264146e-11, 0.0, 0.0, 0.0, 0.21181418001651764, 0.0, 0.018333332613110542, 0.0]"
4,3,0,-0.0,False,"[0.0, 5.0209732205264146e-11, 0.0, 0.0, 0.0, 0.21181418001651764, 0.0, 0.018333332613110542, 0.0]","[0.0, 4.006348272339762e-14, 0.0, 0.0, 0.0, 0.13556107878684998, 0.0, 0.05166666582226753, 0.0]"
5,3,0,-0.0,False,"[0.0, 4.006348272339762e-14, 0.0, 0.0, 0.0, 0.13556107878684998, 0.0, 0.05166666582226753, 0.0]","[0.0, 3.196755944241423e-17, 0.0, 0.0, 0.0, 0.08675909042358398, 0.0, 0.08500000089406967, 0.0]"
6,3,1,-0.1,False,"[0.0, 3.196755944241423e-17, 0.0, 0.0, 0.0, 0.08675909042358398, 0.0, 0.08500000089406967, 0.0]","[0.0, 2.5507640917914137e-20, 0.0, 0.0, 0.0, 0.05552581697702408, 0.0, 0.03333333507180214, 1.0]"
7,3,1,-0.0,False,"[0.0, 2.5507640917914137e-20, 0.0, 0.0, 0.0, 0.05552581697702408, 0.0, 0.03333333507180214, 1.0]","[0.0, 2.035312569201231e-23, 0.0, 0.0, 0.0, 0.035536523908376694, 0.0, 0.06666667014360428, 1.0]"
8,3,1,-0.19606622457504272,False,"[0.0, 2.035312569201231e-23, 0.0, 0.0, 0.0, 0.035536523908376694, 0.0, 0.06666667014360428, 1.0]","[0.05000000074505806, 0.031096499413251877, 0.003953585866838694, 0.007907171733677387, 0.0, 0.02274337410926819, 0.0, 0.10000000149011612, 1.0]"
9,3,1,-2.8252320885658264,False,"[0.05000000074505806, 0.031096499413251877, 0.003953585866838694, 0.007907171733677387, 0.0, 0.02274337410926819, 0.0, 0.10000000149011612, 1.0]","[0.0, 4.191094558336772e-05, 0.040982410311698914, 0.04493599757552147, 0.0, 0.17455576360225677, 0.0, 0.13333334028720856, 1.0]"
10,3,1,-4.488477641344071,False,"[0.0, 4.191094558336772e-05, 0.040982410311698914, 0.04493599757552147, 0.0, 0.17455576360225677, 0.0, 0.13333334028720856, 1.0]","[0.0, 0.0003983659262303263, 0.04583315551280975, 0.08537153154611588, 0.0, 0.311715692281723, 0.0, 0.1666666716337204, 1.0]"
11,3,1,-6.49040676554044,False,"[0.0, 0.0003983659262303263, 0.04583315551280975, 0.08537153154611588, 0.0, 0.311715692281723, 0.0, 0.1666666716337204, 1.0]","[0.10000000149011612, 0.08545266091823578, 0.03875568136572838, 0.12522482872009277, 0.0, 0.3994980454444885, 0.0, 0.20000000298023224, 1.0]"
12,3,0,-8.409324222803116,False,"[0.10000000149011612, 0.08545266091823578, 0.03875568136572838, 0.12522482872009277, 0.0, 0.3994980454444885, 0.0, 0.20000000298023224, 1.0]","[0.0, 0.03700607270002365, 0.09500231593847275, 0.16722410917282104, 0.0, 0.4156787395477295, 0.0, 0.03333333507180214, 0.0]"
13,3,0,-18.660846132040025,False,"[0.0, 0.03700607270002365, 0.09500231593847275, 0.16722410917282104, 0.0, 0.4156787395477295, 0.0, 0.03333333507180214, 0.0]","[0.0, 2.952798422484193e-05, 0.1972804069519043, 0.22544988989830017, 0.0, 0.26603439450263977, 0.0, 0.06666667014360428, 0.0]"
14,3,0,-26.41095765829086,False,"[0.0, 2.952798422484193e-05, 0.1972804069519043, 0.22544988989830017, 0.0, 0.26603439450263977, 0.0, 0.06666667014360428, 0.0]","[0.0, 2.3561048223541547e-08, 0.24003879725933075, 0.26820826530456543, 0.0, 0.17026200890541077, 0.0, 0.10000000149011612, 0.0]"
15,3,0,-33.54844079017639,False,"[0.0, 2.3561048223541547e-08, 0.24003879725933075, 0.26820826530456543, 0.0, 0.17026200890541077, 0.0, 0.10000000149011612, 0.0]","[0.0, 1.8799893933274525e-11, 0.3133939206600189, 0.3133939206600189, 0.0, 0.10896769165992737, 0.0, 0.13333334028720856, 0.0]"
16,3,0,-40.48034415245056,False,"[0.0, 1.8799893933274525e-11, 0.3133939206600189, 0.3133939206600189, 0.0, 0.10896769165992737, 0.0, 0.13333334028720856, 0.0]","[0.0, 1.5000862016315356e-14, 0.35803887248039246, 0.35803887248039246, 0.0, 0.06973931938409805, 0.0, 0.1666666716337204, 0.0]"
17,3,1,-45.80561460256577,False,"[0.0, 1.5000862016315356e-14, 0.35803887248039246, 0.35803887248039246, 0.0, 0.06973931938409805, 0.0, 0.1666666716337204, 0.0]","[0.0, 1.1969527629588312e-17, 0.4006480872631073, 0.4006480872631073, 0.0, 0.0446331650018692, 0.0, 0.03333333507180214, 1.0]"
18,3,1,-40.787756502628326,False,"[0.0, 1.1969527629588312e-17, 0.4006480872631073, 0.4006480872631073, 0.0, 0.0446331650018692, 0.0, 0.03333333507180214, 1.0]","[0.05000000074505806, 0.04771905019879341, 0.15240831673145294, 0.4392877221107483, 0.0, 0.02856522612273693, 0.0, 0.06666667014360428, 1.0]"
19,3,1,-23.25601670742035,False,"[0.05000000074505806, 0.04771905019879341, 0.15240831673145294, 0.4392877221107483, 0.0, 0.02856522612273693, 0.0, 0.06666667014360428, 1.0]","[0.0, 0.008401679806411266, 0.26264098286628723, 0.4782894551753998, 0.0, 0.1782817393541336, 0.0, 0.10000000149011612, 1.0]"
