decision_step,episode_id,action,phase,reward,state,queue_count,avg_wait,num_long_wait_60s,time_in_state
11,4,1,1,-2.931594657897949,Green,0,5.655280590057373,0,9.99999999999998
12,4,1,1,-9.07155863046646,Green,0,11.922323942184448,0,11.999999999999973
13,4,1,1,-14.784572231769562,Green,0,17.37665057182312,0,13.999999999999966
14,4,1,1,-20.114436173439024,Green,0,22.552354335784912,0,15.99999999999996
15,4,1,1,-17.249373638629912,Green,0,0.0,0,17.999999999999986
16,4,1,1,-0.0,Yellow,0,0.0,0,0.9999999999999999
17,4,1,1,-0.0,Yellow,0,0.0,0,3.0000000000000013
18,4,1,1,-0.0,Red,0,0.0,0,1.9000000000000006
19,4,1,1,-0.0,Red,0,0.0,0,3.900000000000002
20,4,1,1,-0.0,Red,0,0.0,0,5.899999999999995
21,4,1,1,-0.0,Red,0,0.0,0,7.899999999999988
22,4,1,1,-0.0,Red,0,0.0,0,9.89999999999998
23,4,1,1,-0.43491126894950866,Red,1,1.5116490125656128,0,11.899999999999974
24,4,0,0,-4.069126707315445,Red,0,5.642073392868042,0,13.899999999999967
25,4,0,0,-6.48175625403722,Red,3,4.853001038233439,0,15.89999999999996
26,4,0,0,-8.493498733639717,Red,2,8.946362257003784,0,17.899999999999984
27,4,0,0,-12.130065828561783,Red,1,14.002758920192719,0,19.900000000000013
28,4,0,0,-18.91613199412823,Red,0,21.24347460269928,0,21.90000000000004
29,4,1,1,-16.012754279375077,Green,0,18.081368446350098,0,2.0000000000000004
30,4,1,1,-21.067599523067475,Green,0,23.918196201324463,0,4.000000000000002
31,4,1,1,-15.589954841136933,Green,1,12.647711118062338,0,5.999999999999995
32,4,1,1,-8.414846238295238,Green,1,4.796608591079712,0,7.999999999999988
33,4,1,1,-9.548521490891774,Green,0,13.646893978118896,0,9.99999999999998
34,4,1,1,-10.384719762206078,Green,0,11.719493091106415,0,11.999999999999973
35,4,1,1,-16.197406259179115,Green,0,20.50084177652995,0,13.999999999999966
36,4,1,1,-23.972009082635246,Green,0,23.287589073181152,0,15.99999999999996
37,4,1,1,-26.16298815011978,Green,0,24.476057291030884,0,17.999999999999986
38,4,1,1,-3.8226219415664673,Green,0,0.0,0,20.000000000000014
39,4,1,1,-0.0,Yellow,0,0.0,0,1.7000000000000004
40,4,1,1,-0.0,Red,0,0.0,0,0.6
41,4,1,1,-0.0,Red,0,0.0,0,2.600000000000001
42,4,1,1,-0.0,Red,0,0.0,0,4.6
43,4,1,1,-0.0,Red,0,0.0,0,6.5999999999999925
44,4,1,1,-0.0,Red,0,0.0,0,8.599999999999985
45,4,1,1,-0.1482434630393982,Red,0,1.0270047187805176,0,10.599999999999978
46,4,1,1,-3.4745562195777895,Red,0,5.723880767822266,0,12.599999999999971
47,4,1,1,-8.312495648860931,Red,0,10.613508224487305,0,14.599999999999964
48,4,1,1,-6.943195223808289,Red,0,8.522759199142456,0,16.599999999999966
49,4,1,1,-8.342701332569124,Red,0,12.720579910278321,0,18.599999999999994
50,4,1,1,-18.662533184289934,Red,0,23.747699201107025,0,20.600000000000023
51,4,1,1,-27.19345949192841,Red,0,29.936965068181355,0,22.60000000000005
52,4,1,1,-34.545518440008166,Red,0,38.328851103782654,0,24.60000000000008
53,4,1,1,-41.32339864373207,Red,0,25.571483254432678,0,26.600000000000108
54,4,1,1,-14.06717374722163,Red,0,5.70494544506073,0,28.600000000000136
55,4,1,1,-9.056480584541957,Red,2,4.249896844228108,0,30.600000000000165
56,4,0,0,-7.048370094299318,Green,2,8.538707637786866,0,0.4
57,4,0,0,-12.784151705106103,Green,0,12.431244929631552,0,2.400000000000001
58,4,0,0,-13.153903011480969,Green,0,15.256632208824158,0,4.4
59,4,0,0,-17.826023656129838,Green,0,18.306862592697144,0,6.399999999999993
60,4,0,0,-21.15030677318573,Green,0,23.848108291625977,0,8.399999999999986
61,4,1,1,-24.164901888370515,Yellow,0,24.14292597770691,0,0.4
62,4,1,1,-27.446787357330322,Yellow,0,30.26567268371582,0,2.400000000000001
63,4,1,1,-21.854621756076813,Red,0,0.0,0,1.3
64,4,1,1,-0.0,Red,0,0.0,0,3.3000000000000016
65,4,1,1,-0.0,Red,0,0.0,0,5.299999999999997
66,4,1,1,-0.0,Red,0,0.0,0,7.29999999999999
67,4,1,1,-0.0,Red,0,0.0,0,9.299999999999983
68,4,1,1,-0.0,Red,0,0.0,0,11.299999999999976
69,4,1,1,-0.0,Red,0,0.0,0,13.299999999999969
70,4,1,1,-0.0,Red,0,0.0,0,15.299999999999962
71,4,1,1,-0.0,Red,0,0.0,0,17.299999999999976
72,4,1,1,-0.0,Red,0,0.0,0,19.300000000000004
73,4,1,1,-0.0,Red,0,0.0,0,21.300000000000033
74,4,1,1,-0.0,Red,0,0.0,0,23.30000000000006
75,4,1,1,-0.0,Red,0,0.0,0,25.30000000000009
76,4,1,1,-1.1189179029918852,Red,2,1.775510243007115,0,27.300000000000118
77,4,0,0,-4.4618481320426575,Red,2,4.1237757205963135,0,29.300000000000146
78,4,0,0,-7.55733945051829,Red,1,9.030797521273294,0,31.300000000000175
79,4,0,0,-13.40064587255319,Green,0,17.202901780605316,0,1.0999999999999999
80,4,0,0,-20.774167573451997,Green,0,23.97976464033127,0,3.1000000000000014
81,4,0,0,-27.837406924366952,Green,0,31.99750018119812,0,5.099999999999998
82,4,1,1,-37.00586238106092,Green,0,24.037460446357727,0,7.099999999999991
83,4,1,1,-8.098173652092617,Green,1,4.761265993118286,0,9.099999999999984
84,4,1,1,-8.347372710704803,Yellow,0,11.309736490249634,0,1.0999999999999999
85,4,1,1,-14.092713534832,Yellow,0,16.82450270652771,0,3.1000000000000014
86,4,1,1,-20.127548682689667,Red,0,23.115484952926636,0,2.0000000000000004
87,4,1,1,-17.95287244319916,Red,0,0.0,0,4.000000000000002
88,4,1,1,-0.0,Red,0,0.0,0,5.999999999999995
89,4,1,1,-0.0,Red,0,0.0,0,7.999999999999988
90,4,1,1,-0.0,Red,0,0.0,0,9.99999999999998
91,4,1,1,-1.2507290681203205,Red,2,1.7699885368347168,0,11.999999999999973
92,4,0,0,-5.19731233716011,Red,0,7.349909424781799,0,13.999999999999966
93,4,0,0,-6.216548410568916,Red,3,6.299333436148507,0,15.99999999999996
94,4,0,0,-9.659966346224149,Red,0,14.844605684280396,0,17.999999999999986
95,4,0,0,-17.620921039581297,Red,0,20.089723110198975,0,20.000000000000014
96,4,0,0,-22.93898879289627,Red,0,25.866497039794922,0,22.000000000000043
97,4,1,1,-29.29061222076416,Green,0,36.3340847492218,0,2.0000000000000004
98,4,1,1,-22.829977095127106,Green,0,0.0,0,4.000000000000002
99,4,1,1,-1.6911604404449463,Green,0,2.928828239440918,0,5.999999999999995
100,4,1,1,-5.082866641879082,Green,0,5.578420341014862,0,7.999999999999988
101,4,1,1,-8.968022954463958,Green,0,12.268449008464813,0,9.99999999999998
102,4,1,1,-15.340575479467713,Green,0,15.037679731845856,0,11.999999999999973
103,4,1,1,-18.177469551563263,Green,0,21.010388672351837,0,13.999999999999966
104,4,1,1,-23.11376144587994,Green,0,22.59463894367218,0,15.99999999999996
105,4,1,1,-21.34940684437752,Green,0,19.00199270248413,0,17.999999999999986
106,4,1,1,-22.044072842597963,Green,0,24.715879440307617,0,20.000000000000014
